alloy_grade,billet_temperature_C,container_temperature_C,die_temperature_C,ram_speed_mm_per_sec,billet_diameter_mm,extrusion_ratio,mean_strain_rate_per_sec,zener_hollomon_parameter,flow_stress_MPa,exit_temperature_C,ram_pressure_MPa,exit_speed_mm_per_sec,surface_quality_score,run_is_valid
AA6063,457.34,432.86,392.15,2.508,144.93,46.89,0.124448,7087242213.201,22.885,484.05,102.98,115.076,0.0,True
AA7075,496.35,390.72,444.42,6.742,107.23,14.4,0.321726,20923053206.944,22.443,493.53,69.59,97.526,0.0,True
AA6061,460.23,440.86,426.65,7.028,102.11,33.8,0.468372,33601779792.703,25.792,485.83,103.89,240.434,0.0,True
AA7075,478.22,420.31,415.34,6.557,93.51,16.09,0.369566,34025451554.944,24.108,487.23,78.08,104.79,0.0,True
AA6063,423.63,385.36,436.94,2.336,109.8,17.37,0.116331,25711559144.492,27.185,437.6,93.4,40.687,0.0,True
AA6063,453.42,444.39,390.4,1.807,95.71,32.08,0.131711,8024586293.409,23.284,479.52,94.33,61.047,0.0,True
AA6063,458.8,439.6,397.57,7.362,91.78,32.34,0.532909,28233147427.644,27.51,485.59,112.83,238.215,0.0,True
AA7075,475.55,443.97,418.16,2.245,98.96,26.76,0.143861,12326308318.129,20.696,486.44,79.0,60.687,0.0,True
AA6061,437.07,436.97,430.56,6.174,135.15,36.44,0.315803,48001398185.516,27.011,466.9,115.23,226.473,0.0,True
AA7075,428.12,383.97,413.52,2.167,139.9,40.0,0.113338,61141737126.104,26.184,450.52,113.75,90.026,0.0,True
AA6061,474.05,437.8,424.49,2.482,117.74,30.11,0.138082,6437232533.822,20.483,488.73,80.33,75.278,0.0,True
AA6063,442.38,385.48,391.54,7.001,121.23,23.69,0.348715,38597823179.885,28.609,462.47,106.51,165.688,0.0,True
AA6063,495.77,406.3,422.26,4.216,134.82,12.44,0.150714,3554295674.587,20.74,495.18,59.73,52.511,0.01,True
AA6061,455.51,407.1,387.64,6.171,112.3,42.5,0.393502,39557850071.176,26.347,479.01,112.46,262.259,0.0,True
AA7075,477.7,432.4,410.61,3.159,144.34,15.08,0.107391,10021331061.821,20.033,483.4,63.44,45.108,0.03,True
AA6061,423.21,454.5,413.56,2.616,123.22,15.32,0.115539,24596074901.413,24.746,447.44,81.6,41.839,0.0,True
AA6063,422.74,414.3,456.9,5.733,126.16,25.4,0.280404,48522594757.544,29.425,448.68,113.6,145.429,0.0,True
AA7075,480.48,401.32,422.63,3.168,95.79,48.78,0.248116,24050863436.418,22.914,490.26,103.22,156.167,0.0,True
AA6061,495.73,426.35,433.2,5.28,149.24,49.45,0.261199,8050481569.795,21.166,506.87,94.5,258.738,0.0,True
AA6063,425.21,422.3,413.33,4.651,140.22,11.9,0.15831,26447111151.755,27.283,436.43,78.38,55.86,0.0,True
AA6063,496.21,455.97,454.61,7.195,82.63,26.02,0.542887,9733546556.419,23.91,512.72,89.2,187.559,0.0,True
AA7075,454.01,394.9,407.95,6.133,126.14,41.13,0.346596,76689053417.231,27.005,474.76,115.32,253.334,0.0,True
AA6063,439.24,423.0,409.61,2.136,135.36,28.74,0.100407,10834733479.814,24.262,461.73,92.46,60.899,0.0,True
AA7075,480.57,436.16,386.88,5.397,141.19,37.89,0.263033,20126625173.21,22.312,496.75,95.49,202.725,0.0,True
AA6063,499.19,439.18,382.7,2.414,82.46,17.6,0.161925,2866514451.39,20.096,505.18,68.18,42.901,0.18,True
AA6063,452.43,381.06,431.58,3.684,81.34,16.82,0.247841,21661898543.42,26.593,465.15,88.91,62.906,0.0,True
AA6061,426.86,457.18,451.37,1.409,91.65,33.24,0.106541,19407240210.203,23.963,456.18,97.49,48.51,0.0,True
AA6063,426.55,458.94,412.5,3.196,116.76,12.6,0.133204,16981670683.251,25.763,452.0,73.81,40.497,0.0,True
AA7075,466.95,436.46,440.37,3.732,130.19,15.66,0.153631,18004267451.172,21.94,475.99,71.17,59.613,0.0,True
AA6063,450.45,440.92,439.61,3.92,88.31,21.23,0.258025,18175232536.316,25.993,474.19,91.45,82.89,0.0,True
AA6063,470.63,400.05,404.71,1.473,109.41,34.73,0.094534,4518023680.929,21.472,480.02,90.25,53.013,0.0,True
AA7075,431.4,431.02,439.36,1.324,86.8,41.26,0.105692,36228405961.831,24.327,456.64,104.87,53.283,0.03,True
AA7075,476.18,434.08,403.19,7.295,83.11,20.98,0.503973,47319209741.532,25.268,486.64,89.24,151.194,0.0,True
AA7075,485.86,451.85,411.13,3.001,127.42,38.11,0.166822,10945251050.658,20.314,498.23,84.73,116.498,0.0,True
AA6061,454.38,387.57,455.9,1.544,91.14,44.71,0.124469,13677977889.693,22.83,469.8,102.71,69.877,0.0,True
AA7075,461.89,379.09,381.8,1.591,128.93,29.45,0.079489,15111823212.816,21.36,469.73,85.49,46.715,0.06,True
AA7075,473.54,395.39,441.46,7.444,110.93,19.78,0.379386,44310235988.947,25.035,482.01,86.68,146.06,0.0,True
AA6061,426.64,413.42,438.94,5.688,95.86,16.52,0.31708,77524457193.195,28.683,449.22,93.72,93.751,0.0,True
AA6061,420.75,420.77,405.53,1.237,148.62,36.66,0.060386,15907906871.772,23.316,446.63,101.71,47.829,0.0,True
AA7075,466.07,392.72,444.54,2.327,136.66,26.07,0.105016,15548868789.433,21.454,475.45,79.16,60.077,0.0,True
AA7075,432.61,423.51,432.22,4.907,119.16,39.69,0.289224,106834655977.729,28.222,455.54,119.04,194.569,0.0,True
AA6063,491.36,430.89,400.41,6.443,94.19,48.61,0.51056,11603113226.305,24.488,513.54,112.56,315.119,0.0,True
AA7075,451.96,397.74,406.69,7.175,89.71,27.75,0.508247,115981779222.998,28.526,470.76,111.87,199.34,0.0,True
AA6061,462.87,452.86,430.97,2.507,130.76,22.04,0.112832,7078534685.974,20.772,481.56,73.94,55.041,0.0,True
AA7075,435.84,408.55,395.0,3.178,88.07,13.37,0.174249,62515848170.829,26.264,449.7,77.68,41.437,0.38,True
AA6061,429.94,383.97,405.67,3.801,86.62,31.97,0.289352,77385574857.495,28.677,454.36,117.95,121.072,0.0,True
AA7075,435.47,449.42,399.84,6.002,98.83,38.82,0.431067,125908445080.103,28.831,469.46,121.51,236.667,0.0,True
AA6063,463.25,427.39,459.34,7.854,121.04,11.36,0.302706,15530566826.244,25.461,470.64,72.87,89.675,0.0,True
AA6061,469.02,397.69,410.63,6.042,100.84,45.18,0.436555,30670841908.439,25.484,490.11,111.25,273.302,0.0,True
AA6063,493.54,416.63,450.11,4.996,144.01,21.67,0.205225,4461181140.265,21.433,501.75,79.31,109.031,0.0,True
AA6063,469.89,449.1,426.73,4.168,135.78,39.92,0.214006,8247590748.402,23.372,489.85,100.26,164.743,0.0,True
AA6063,494.47,391.53,384.21,1.629,122.05,32.24,0.094577,2329572130.251,19.487,497.53,80.19,56.11,0.01,True
AA7075,490.53,396.41,406.19,3.233,87.64,39.18,0.256323,19216871222.915,22.157,498.33,95.3,125.643,0.0,True
AA7075,499.17,388.37,444.26,5.465,120.65,39.03,0.318452,19398129706.828,22.189,504.4,93.55,214.277,0.0,True
AA7075,479.55,417.71,425.07,1.75,134.36,40.33,0.093408,8231252318.249,19.413,489.98,86.0,71.676,0.0,True
AA7075,424.74,446.82,459.59,4.197,115.82,13.14,0.177751,70197476406.342,26.683,446.12,81.17,54.995,0.03,True
AA7075,434.92,445.2,392.22,4.025,83.76,35.37,0.331114,97556467267.376,27.886,465.85,116.32,144.037,0.0,True
AA6063,493.34,420.64,397.93,5.715,116.19,19.07,0.274215,6191657325.972,22.456,495.4,76.68,107.915,0.0,True
AA6061,460.97,399.47,383.49,3.243,86.12,33.19,0.25728,24127404817.621,24.682,476.56,102.43,109.946,0.0,True
AA6061,480.23,392.14,427.32,4.338,142.79,30.78,0.19648,10461650647.086,21.98,491.1,87.19,131.955,0.0,True
AA6061,480.44,404.16,445.53,6.408,133.59,49.91,0.353281,17403512160.595,23.608,499.21,109.11,315.415,0.0,True
AA6061,496.5,388.69,394.79,6.149,115.08,40.6,0.373033,12762625839.418,22.609,504.38,99.46,246.425,0.0,True
AA6061,448.21,416.19,414.29,5.695,103.79,36.52,0.377221,44596177737.314,26.758,470.68,112.42,208.085,0.0,True
AA6063,482.65,411.77,427.26,2.179,84.88,45.2,0.183942,5584507481.116,22.131,499.37,100.16,96.953,0.0,True
AA6063,478.66,423.63,451.32,6.177,126.24,45.48,0.353337,11731883192.965,24.524,501.09,109.25,278.232,0.0,True
AA6063,433.34,453.58,410.72,6.968,115.88,44.49,0.432016,46639412090.091,29.283,472.42,128.93,307.262,0.0,True
AA7075,431.83,417.23,438.8,2.82,82.32,26.72,0.215914,83043742769.129,27.295,455.38,102.57,75.692,0.0,True
AA6061,493.28,429.87,444.9,6.85,144.34,12.7,0.231617,7060059908.676,20.764,495.96,63.35,87.488,0.0,True
AA6063,496.34,400.9,388.89,7.713,131.84,45.65,0.424812,9568416837.773,23.855,511.83,107.97,350.325,0.0,True
AA6061,423.96,425.74,428.68,6.536,146.62,24.23,0.270526,69551294966.144,28.302,450.41,104.49,157.884,0.0,True
AA6063,422.15,428.64,414.45,1.977,117.12,42.04,0.121362,20997093825.261,26.486,454.66,115.79,83.68,0.0,True
AA6061,464.93,392.51,412.71,3.586,131.55,38.26,0.19153,16041040186.94,23.343,476.31,99.38,138.486,0.0,True
AA6061,433.48,447.03,408.84,6.739,84.87,19.75,0.453037,74542275487.662,28.545,461.73,99.17,133.296,0.0,True
AA6061,476.01,434.94,405.68,6.115,118.53,32.38,0.344629,16311663153.987,23.397,495.52,95.44,199.138,0.0,True
AA7075,476.24,439.63,453.08,2.936,95.7,49.85,0.232323,21172093367.196,22.483,488.95,103.21,148.46,0.0,True
AA7075,484.09,388.64,428.63,5.152,103.44,15.42,0.260643,24298803035.347,22.949,483.45,73.8,79.557,0.0,True
AA6063,421.41,434.13,422.28,3.619,127.29,32.14,0.187006,30615606094.097,27.793,450.42,112.88,115.452,0.0,True
AA6061,422.22,395.71,391.44,6.136,101.85,40.92,0.429072,130911686958.274,30.551,454.27,134.33,252.241,0.0,True
AA6061,483.58,407.77,391.11,4.328,107.51,48.87,0.294013,13207486661.303,22.718,496.81,100.04,207.961,0.0,True
AA7075,441.8,383.36,395.51,3.947,106.6,17.95,0.199826,68453190291.585,26.592,451.75,88.65,69.325,0.0,True
AA6061,456.64,415.84,424.63,4.736,89.28,17.88,0.288992,27316449501.509,25.095,469.85,86.4,83.774,0.0,True
AA6063,466.01,398.65,447.75,4.282,138.64,32.22,0.203862,10883994475.641,24.277,477.63,100.23,137.32,0.0,True
AA7075,444.97,447.18,412.5,6.347,143.83,28.62,0.283728,58683806841.326,26.037,469.54,100.88,182.345,0.0,True
AA6063,463.69,426.31,448.08,4.49,108.47,34.59,0.277623,14450987095.591,25.219,483.32,107.5,153.914,0.0,True
AA7075,447.66,434.04,441.5,3.464,98.34,29.77,0.230147,51307202863.236,25.556,464.44,100.69,103.97,0.0,True
AA6061,457.55,404.01,424.43,2.669,98.27,40.29,0.196733,18838312329.82,23.866,475.65,105.41,110.345,0.0,True
AA6063,424.56,439.99,391.03,7.829,135.95,29.71,0.36944,55332284483.065,29.896,455.93,117.88,230.4,0.0,True
AA6063,448.29,444.54,397.4,1.664,122.25,37.5,0.090863,6578034555.153,22.648,469.4,96.04,60.173,0.0,True
AA6063,492.21,453.63,441.85,5.14,119.31,10.52,0.191228,3738666930.974,20.893,499.17,60.41,53.393,0.02,True
AA6063,470.92,395.07,404.53,5.481,120.55,44.75,0.329653,16523127877.09,25.67,487.8,116.68,244.978,0.0,True
AA6061,485.28,416.69,452.89,3.584,108.59,20.23,0.188863,7808581544.272,21.072,494.27,74.95,72.233,0.0,True
AA6063,448.29,459.0,450.17,3.076,115.56,19.23,0.150255,10548581666.682,24.174,467.93,84.21,59.14,0.0,True
AA6063,491.93,423.09,412.54,7.257,86.53,28.92,0.544962,13155199160.654,24.905,505.95,100.49,212.265,0.0,True
AA6061,489.77,426.53,448.61,7.69,106.82,43.43,0.520275,17899669718.484,23.699,503.25,101.42,335.101,0.0,True
AA7075,433.57,448.88,410.39,4.042,95.47,27.01,0.266549,84351512594.813,27.352,459.97,102.51,109.187,0.0,True
AA7075,482.5,444.95,419.21,2.133,83.89,20.86,0.14129,10628837225.992,20.22,489.69,74.39,42.615,0.02,True
AA6063,498.78,445.49,429.98,5.895,149.4,33.73,0.264462,4787926942.204,21.652,510.98,90.03,198.317,0.0,True
AA6061,422.3,455.41,426.69,4.978,146.05,47.17,0.249135,52748319831.196,27.337,462.68,122.35,233.207,0.0,True
AA6061,445.82,443.15,453.0,2.688,81.5,26.09,0.205949,23825754970.45,24.64,469.78,93.27,70.308,0.0,True
AA6061,462.59,430.12,435.91,4.392,121.7,43.85,0.26474,19284947511.107,23.943,479.9,104.83,195.67,0.0,True
AA6063,482.63,408.42,459.55,7.618,129.52,45.3,0.429307,14197746291.969,25.16,504.32,109.15,345.876,0.0,True
AA6063,493.1,387.57,404.16,3.139,149.72,32.37,0.137015,3651007972.979,20.821,497.05,85.93,99.99,0.0,True
AA7075,435.15,448.36,453.41,4.563,144.49,28.59,0.205241,61246562151.541,26.19,456.43,102.86,132.4,0.0,True
AA7075,487.82,394.3,431.59,3.888,147.78,12.64,0.128857,10524139613.735,20.189,485.33,59.82,49.688,0.01,True
AA6063,482.51,436.4,445.35,5.23,80.78,25.7,0.401756,11121450572.821,24.348,499.55,93.36,134.512,0.0,True
AA7075,468.44,432.6,448.34,7.099,140.25,16.13,0.269464,31299703884.913,23.819,477.1,74.93,114.77,0.0,True
AA6061,443.8,431.0,396.48,7.318,139.8,28.6,0.336832,42499334989.57,26.593,468.57,104.27,210.269,0.0,True
AA6061,436.78,450.3,380.41,4.794,134.37,19.52,0.199554,29397575185.062,25.342,461.21,90.09,92.221,0.0,True
AA6061,425.23,413.75,405.61,7.397,93.01,22.73,0.474418,117740797420.581,30.17,452.09,110.59,168.136,0.0,True
AA7075,428.31,424.71,455.5,5.66,137.42,20.44,0.237532,99228108469.784,27.949,455.89,95.19,115.783,0.0,True
AA6061,493.39,408.53,409.05,1.633,124.9,32.1,0.08406,2738584611.345,17.995,500.74,75.32,50.87,0.01,True
AA7075,441.62,379.59,455.65,5.015,85.8,11.26,0.27213,96956409731.367,27.864,447.06,79.9,56.843,0.02,True
AA7075,497.43,448.46,439.08,4.707,107.6,28.06,0.273667,13214637414.529,20.922,503.34,81.0,129.741,0.0,True
AA6061,454.69,399.9,390.19,3.949,144.57,11.95,0.125135,13293795107.66,22.739,462.85,69.27,45.624,0.0,True
AA7075,469.3,444.56,453.95,7.779,104.58,44.23,0.536106,60683101421.472,26.157,488.3,113.88,342.679,0.0,True
AA6063,473.61,437.69,400.01,2.135,130.53,21.94,0.09902,3460591619.183,20.659,487.03,74.26,48.077,0.02,True
AA6063,449.08,426.11,401.18,6.929,105.66,33.26,0.439128,36049267657.702,28.368,472.94,116.61,230.603,0.0,True
AA6061,459.78,383.83,390.88,3.963,117.14,47.9,0.254689,25411784884.298,24.854,478.59,113.56,193.383,0.0,True
AA6061,487.43,437.93,430.76,4.165,112.7,26.25,0.233265,7903383991.209,21.109,498.56,78.41,110.563,0.0,True
AA6061,478.41,431.35,413.21,7.549,134.25,20.72,0.326252,15518921843.8,23.236,490.96,81.9,156.756,0.0,True
AA6063,487.57,451.23,413.48,3.604,122.89,12.32,0.141386,3331859372.84,20.545,493.68,60.21,44.629,0.07,True
AA7075,456.31,410.21,394.57,4.604,112.17,34.97,0.275874,50875569301.775,25.526,473.43,106.51,159.395,0.0,True
AA6063,491.27,419.29,399.95,4.665,82.41,38.93,0.39472,9112141654.598,23.695,508.1,99.17,181.085,0.0,True
AA6063,453.27,383.48,438.21,2.963,83.44,10.82,0.161757,13678316969.411,25.035,457.23,70.01,32.116,0.03,True
AA7075,439.97,451.12,458.73,2.998,148.93,22.82,0.121484,29684812669.679,23.635,464.11,87.4,69.109,0.0,True
AA7075,434.87,384.23,404.1,6.671,109.37,20.09,0.347981,149537337823.744,29.474,446.36,105.27,133.433,0.0,True
AA6061,482.38,440.61,431.2,3.402,91.87,18.98,0.210208,8207550439.857,21.225,492.23,70.51,65.21,0.0,True
AA6063,447.55,453.83,406.45,6.578,123.81,23.5,0.316487,22361433435.592,26.703,471.12,98.25,152.728,0.0,True
AA6061,438.39,408.44,395.78,5.721,87.12,30.68,0.431629,68976905321.144,28.272,468.38,113.62,176.427,0.0,True
AA6061,474.61,392.57,442.2,1.744,130.95,49.64,0.101805,6754423844.221,20.629,480.66,93.94,88.739,0.0,True
AA7075,469.0,449.86,453.28,7.951,133.41,13.0,0.292167,30150097339.0,23.689,484.02,70.69,103.438,0.0,True
AA6061,429.96,424.08,426.2,7.303,123.85,49.42,0.44073,92842854824.652,29.322,466.0,133.93,362.14,0.0,True
AA6061,461.7,460.15,396.43,4.067,99.0,46.91,0.309133,21318871141.27,24.272,492.82,110.29,195.322,0.0,True
AA6061,493.71,381.99,460.35,4.425,123.79,24.4,0.214808,8356939078.481,21.281,493.73,79.25,106.348,0.0,True
AA6063,444.05,448.47,429.75,3.463,121.6,35.82,0.195366,15925656125.331,25.546,468.25,107.97,124.507,0.0,True
AA6061,467.49,409.51,396.51,3.264,124.51,38.65,0.183869,12546898093.005,22.555,486.59,97.6,126.785,0.0,True
AA6061,480.63,458.35,450.91,4.486,109.05,46.63,0.301792,11054936806.498,22.154,502.56,100.51,209.122,0.0,True
AA6061,496.79,436.44,385.74,3.52,89.31,21.17,0.229782,6575778097.657,20.548,500.42,73.53,74.527,0.0,True
AA6063,445.61,442.31,440.51,6.099,82.74,15.32,0.383062,28917772220.501,27.594,467.1,89.85,93.149,0.0,True
AA6061,464.32,446.05,455.62,2.995,100.21,20.83,0.170611,10795730802.067,22.079,480.05,79.65,61.411,0.0,True
AA7075,492.13,418.67,397.99,1.886,140.79,12.25,0.064793,4196569218.674,17.377,491.01,50.35,23.348,1.24,True
AA7075,430.36,386.17,457.29,3.318,139.11,38.18,0.167948,87883753105.696,27.503,452.05,117.48,128.224,0.0,True
AA6063,443.6,456.81,449.31,2.635,114.24,12.8,0.114455,8844842771.029,23.599,461.93,70.97,34.377,0.03,True
AA7075,429.98,396.42,444.11,3.879,127.16,29.91,0.19583,90928113434.868,27.628,448.35,109.26,114.777,0.0,True
AA6063,427.44,394.7,412.86,6.187,99.06,27.44,0.393721,69137727168.78,30.703,454.39,117.0,169.187,0.0,True
AA6061,450.56,395.7,445.62,6.25,148.65,31.36,0.274201,33938501638.097,25.826,465.17,102.33,194.262,0.0,True
AA6063,420.7,457.36,416.43,1.076,80.63,21.53,0.079366,12485034453.886,24.731,448.83,89.41,23.504,0.04,True
AA7075,445.71,442.45,394.91,6.341,115.03,13.28,0.270243,60088971069.883,26.122,461.03,79.02,83.559,0.0,True
AA6063,445.51,456.34,458.44,6.653,104.56,15.75,0.336729,25935005435.401,27.215,469.03,89.04,105.297,0.0,True
AA7075,484.06,381.89,434.0,2.625,98.94,13.65,0.133686,13151880423.554,20.906,475.73,65.29,36.17,0.2,True
AA6061,447.0,421.26,401.12,1.247,142.27,27.15,0.053745,6861299405.394,20.677,462.34,79.51,32.928,0.01,True
AA6061,462.53,457.16,428.07,6.837,116.01,19.99,0.335994,21746895695.852,24.338,482.53,82.41,136.233,0.0,True
AA6063,468.22,387.0,435.3,1.068,107.32,26.68,0.067338,3588347319.379,20.769,474.01,82.09,30.744,0.24,True
AA7075,450.7,439.53,444.19,6.296,127.38,11.89,0.232817,44875555727.807,25.08,463.11,72.22,74.556,0.0,True
AA6063,474.87,385.88,412.54,6.066,138.97,42.53,0.315018,14078546316.473,25.131,489.75,110.06,259.966,0.0,True
AA6061,491.65,408.17,405.87,6.766,102.31,13.12,0.323766,11272946053.229,22.215,493.02,66.66,88.395,0.0,True
AA6063,471.81,403.05,437.12,4.338,140.07,16.47,0.166085,7347361601.93,23.001,477.28,76.12,71.607,0.0,True
AA6063,447.81,407.38,459.49,6.0,115.97,33.18,0.347845,30340620412.121,27.762,470.97,113.41,200.102,0.0,True
AA6061,491.59,434.62,383.09,2.024,83.35,48.96,0.177779,5148468654.48,19.814,508.3,90.04,97.628,0.0,True
AA6063,496.52,395.17,404.26,2.374,81.43,20.79,0.166607,3893394004.244,21.016,498.58,74.63,48.676,0.04,True
AA7075,465.71,402.93,454.68,1.555,107.79,36.43,0.097975,14592599368.427,21.245,474.84,91.37,56.033,0.01,True
AA6061,491.24,423.24,398.76,1.424,141.95,29.15,0.064269,2047600211.205,17.193,497.04,69.86,41.292,0.09,True
AA6063,480.61,411.66,421.11,4.531,146.89,16.15,0.1637,5505059379.14,22.086,488.69,73.21,73.084,0.0,True
AA7075,461.03,435.03,440.66,5.897,139.18,18.92,0.236846,32378980823.318,23.936,475.7,85.18,111.051,0.0,True
AA6063,484.95,412.78,426.58,1.643,138.13,41.85,0.080009,2293331462.165,19.442,494.75,85.41,64.849,0.0,True
AA7075,468.28,436.89,424.51,4.686,95.95,19.44,0.271575,31633713792.101,23.855,477.6,82.74,89.374,0.0,True
AA6063,465.91,443.9,402.18,4.007,118.83,46.32,0.242722,10298177109.051,24.095,489.67,104.47,182.372,0.0,True
AA6063,424.76,435.94,445.02,2.173,131.34,35.85,0.111551,16378140658.971,25.64,457.12,105.99,76.833,0.0,True
AA6061,456.86,445.55,420.68,1.803,110.65,35.22,0.11301,9315702837.015,21.617,477.89,90.52,64.746,0.0,True
AA7075,453.21,454.75,386.68,5.572,110.11,25.08,0.310516,49984873932.019,25.463,472.47,95.94,139.334,0.0,True
AA6061,460.95,451.4,403.45,1.417,144.15,18.68,0.054131,3739541257.997,18.88,478.04,62.74,26.072,0.19,True
AA6063,487.44,392.68,443.69,6.906,128.35,36.29,0.368097,11763285379.177,24.533,496.01,102.04,249.95,0.0,True
AA7075,461.98,449.58,413.71,1.334,144.86,38.86,0.059028,7815896359.703,19.252,475.37,83.83,47.538,0.03,True
AA6063,455.36,398.14,453.38,3.181,119.72,15.95,0.142465,10770941939.7,24.242,467.11,76.68,51.436,0.0,True
AA6061,442.54,443.93,417.59,7.634,140.73,23.76,0.329443,39665467405.693,26.356,467.83,97.56,182.051,0.0,True
AA6063,463.94,432.85,421.85,2.842,139.99,36.3,0.137101,6533011486.259,22.626,485.74,94.31,101.56,0.0,True
AA6061,426.01,398.43,382.91,1.35,111.09,42.41,0.089741,24971106884.541,24.796,448.61,110.52,59.075,0.0,True
AA6061,453.25,424.45,403.09,2.407,89.83,24.1,0.166692,16517048724.845,23.438,472.18,85.22,59.383,0.0,True
AA7075,475.71,391.12,458.27,3.243,98.3,21.65,0.199236,23438263097.031,22.827,479.45,82.86,72.201,0.0,True
AA6061,466.83,419.35,384.77,4.681,119.37,37.77,0.270377,18033296962.583,23.723,483.58,98.88,175.747,0.0,True
AA6061,421.72,380.23,421.9,8.043,141.52,22.4,0.334842,107027078977.079,29.828,446.93,107.63,178.765,0.0,True
AA7075,474.77,449.98,418.02,1.164,149.33,12.35,0.036699,3418482062.036,16.785,479.18,50.18,14.101,16.64,True
AA6061,451.48,440.25,379.39,5.672,114.25,25.07,0.309839,28824993764.222,25.276,478.74,94.27,144.23,0.0,True
AA6063,433.69,420.99,398.71,4.588,132.5,20.64,0.199959,25990317254.507,27.222,454.07,97.92,94.583,0.0,True
AA6063,439.79,424.11,437.52,6.61,144.55,24.37,0.279415,28863258970.138,27.587,461.43,106.49,161.382,0.0,True
AA6061,477.2,386.72,404.32,7.664,90.86,22.47,0.505781,30145510448.373,25.426,488.38,91.6,173.746,0.0,True
AA7075,467.3,392.33,381.96,6.928,105.5,22.6,0.392658,57686235466.43,25.975,479.88,94.89,157.217,0.0,True
AA6061,441.83,409.0,458.96,1.067,101.56,47.22,0.07421,10891100546.428,22.107,465.06,99.44,48.338,0.0,True
AA6061,493.04,441.26,410.7,6.53,89.32,15.24,0.387199,11435878054.12,22.261,499.4,69.63,101.316,0.0,True
AA7075,451.83,451.05,444.88,2.111,135.11,30.67,0.103167,17773488251.2,21.897,469.79,85.2,65.385,0.0,True
AA7075,445.06,396.07,418.87,3.251,144.68,27.6,0.14287,43605430154.942,24.978,457.88,99.29,90.042,0.0,True
AA6063,443.52,396.25,404.03,6.823,84.05,35.93,0.546181,58051432868.123,30.069,471.12,126.16,241.129,0.0,True
AA6063,491.09,422.47,390.72,5.677,89.65,30.3,0.414419,9883891657.713,23.961,502.57,95.41,172.801,0.0,True
AA6063,491.81,426.15,431.3,4.15,100.98,19.97,0.237275,5396085100.503,22.024,498.92,77.1,83.661,0.0,True
AA6063,477.64,415.43,432.21,7.439,139.12,12.76,0.262065,9351261578.563,23.78,482.73,72.06,95.661,0.0,True
AA6061,478.88,454.44,414.03,1.14,87.91,48.88,0.100108,4092321232.061,19.14,493.11,85.21,57.91,0.0,True
AA7075,451.63,390.91,396.89,6.547,91.3,22.5,0.42123,107507068773.598,28.245,462.67,104.09,145.512,0.0,True
AA6061,493.69,412.95,408.38,3.039,100.08,42.03,0.213235,6883106823.363,20.686,506.43,89.19,125.61,0.0,True
AA6061,464.15,427.77,402.72,7.054,81.71,32.29,0.57648,42131725649.548,26.563,485.68,107.46,229.177,0.0,True
AA6063,438.54,384.78,420.91,7.82,84.49,12.8,0.451592,56951486527.576,30.0,455.45,88.51,100.315,0.0,True
AA6063,452.44,389.02,444.64,7.746,98.45,21.78,0.459879,38227744282.152,28.575,468.18,102.46,167.559,0.0,True
